MLO 2001 09 01 00 00 -999  -99.9  -9 -999.90   14.6   12.3   11.0  18   0
MLO 2001 09 01 01 11   49    1.8  -9 -999.90   13.6   12.4   11.3  13   0
MLO 2001 09 01 01 12   85    3.3  -9 -999.90   14.0   12.8   12.0  15   0
MLO 2001 09 01 01 13   87    3.0  -9 -999.90   14.8   12.6   11.8  17   0
MLO 2001 09 01 01 14   86    2.7  -9 -999.90   14.0   12.1   11.4  18   0
MLO 2001 09 01 01 15  128    3.4  -9 -999.90   13.9   12.3   11.8  20   0
MLO 2001 09 01 01 16   96    5.1  -9 -999.90   14.0   12.7   11.5  19   0
MLO 2001 09 01 01 17  116    3.9  -9 -999.90   13.7   12.4   11.0  15   0
MLO 2001 09 01 01 18  108    2.2  -9 -999.90   13.4   11.8   11.1  17   0
MLO 2001 09 01 01 19  119    2.2  -9 -999.90   13.6   12.4   11.5  19   0
MLO 2001 09 01 01 20  129    3.9  -9 -999.90   14.1   12.6   11.7  22   0
MLO 2001 09 01 01 21   86    4.4  -9 -999.90   13.2   11.6   10.9  20   0
MLO 2001 09 01 01 22   99    3.8  -9 -999.90   13.0   11.2   10.5  16   0
MLO 2001 09 01 01 23  114    4.2  -9 -999.90   13.8   11.9   11.3  19   0
MLO 2001 09 01 01 24  111    7.0  -9 -999.90   14.2   12.1   11.3  19   0
MLO 2001 09 01 01 25   99    5.1  -9 -999.90   13.1   11.1   10.4  24   0
MLO 2001 09 01 01 26  134    3.1  -9 -999.90   12.3   10.7   10.3  18   0
MLO 2001 09 01 01 27   96    2.5  -9 -999.90   13.2   11.5   10.9  23   0
MLO 2001 09 01 01 28   75    4.5  -9 -999.90   13.8   11.8   10.8  22   0
MLO 2001 09 01 01 29  102    4.7  -9 -999.90   13.3   11.5   10.4  21   0
MLO 2001 09 01 01 30  115    4.6  -9 -999.90   13.1   11.4   10.4  23   0
MLO 2001 09 01 01 31  111    5.9  -9 -999.90   13.4   11.7   10.8  20   0
MLO 2001 09 01 01 32   97    3.9  -9 -999.90   13.4   12.0   11.0  16   0
MLO 2001 09 01 01 33  104    4.8  -9 -999.90   13.8   12.2   11.4  17   0
MLO 2001 09 01 01 34   80    6.8  -9 -999.90   14.0   12.3   11.0  19   0
MLO 2001 09 01 01 35   79    5.0  -9 -999.90   13.5   11.8   10.6  19   0
MLO 2001 09 01 01 36   91    3.8  -9 -999.90   13.3   11.6   10.6  19   0
MLO 2001 09 01 01 37   85    4.4  -9 -999.90   13.4   11.8   11.0  20   0
MLO 2001 09 01 01 38   99    3.2  -9 -999.90   13.1   11.6   11.1  21   0
MLO 2001 09 01 01 39  116    4.5  -9 -999.90   13.5   11.9   11.2  22   0
MLO 2001 09 01 01 40  105    5.7  -9 -999.90   13.9   11.9   11.2  25   0
MLO 2001 09 01 01 41   83    6.2  -9 -999.90   13.6   11.9   10.9  18   0
MLO 2001 09 01 01 42   91    4.5  -9 -999.90   12.4   11.0   10.4  22   0
MLO 2001 09 01 01 43   94    4.4  -9 -999.90   13.2   11.6   11.0  24   0
MLO 2001 09 01 01 44  101    6.1  -9 -999.90   13.6   12.0   11.2  26   0
MLO 2001 09 01 01 45  103    5.0  -9 -999.90   13.1   11.3   10.6  27   0
MLO 2001 09 01 01 46  123    5.2  -9 -999.90   13.1   11.4   10.7  25   0
MLO 2001 09 01 01 47  102    4.3  -9 -999.90   13.0   11.3   10.6  20   0
MLO 2001 09 01 01 48   80    2.7  -9 -999.90   12.8   11.2   10.5  20   0
MLO 2001 09 01 01 49  118    3.8  -9 -999.90   13.4   11.8   11.1  16   0
MLO 2001 09 01 01 50  104    4.2  -9 -999.90   13.7   12.1   10.9  19   0
MLO 2001 09 01 01 51  148    4.1  -9 -999.90   13.6   12.1   11.0  20   0
MLO 2001 09 01 01 52  122    5.4  -9 -999.90   13.8   12.2   11.4  20   0
MLO 2001 09 01 01 53  100    5.4  -9 -999.90   13.9   12.0   11.4  20   0
MLO 2001 09 01 01 54  116    6.4  -9 -999.90   13.4   11.8   10.9  17   0
MLO 2001 09 01 01 55   95    6.3  -9 -999.90   13.2   11.6   10.8  16   0
MLO 2001 09 01 01 56  103    5.3  -9 -999.90   13.0   11.7   11.3  18   0
MLO 2001 09 01 01 57  122    6.2  -9 -999.90   13.9   12.0   11.2  20   0
MLO 2001 09 01 01 58  117    6.1  -9 -999.90   14.0   11.6   10.9  20   0
MLO 2001 09 01 01 59  117    6.3  -9 -999.90   14.2   11.9   11.0  19   0
MLO 2001 09 01 02 00  117    4.9  -9 -999.90   14.4   11.9   11.0  14   0
MLO 2001 09 01 02 01  122    5.9  -9 -999.90   13.9   11.8   10.9  21   0
MLO 2001 09 01 02 02  108    4.6  -9 -999.90   14.2   12.2   10.9  22   0
MLO 2001 09 01 02 03  114    4.3  -9 -999.90   13.7   11.7   10.8  21   0
MLO 2001 09 01 02 04  107    4.4  -9 -999.90   14.6   12.5   11.5  23   0
MLO 2001 09 01 02 05  124    5.6  -9 -999.90   14.6   12.6   11.5  17   0
MLO 2001 09 01 02 06  122    5.0  -9 -999.90   14.0   12.2   11.0  17   0
MLO 2001 09 01 02 07  113    6.2  -9 -999.90   14.1   12.0   10.9  20   0
MLO 2001 09 01 02 08   98    6.0  -9 -999.90   13.6   11.9   10.9  20   0
MLO 2001 09 01 02 09  115    6.9  -9 -999.90   13.4   11.6   11.0  16   0
MLO 2001 09 01 02 10  125    5.9  -9 -999.90   14.0   11.5   10.8  16   0
MLO 2001 09 01 02 11  133    4.9  -9 -999.90   14.0   11.9   10.9  18   0
MLO 2001 09 01 02 15  100    5.3  -9 -999.90   13.6   11.9   11.4  19   0
MLO 2001 09 01 02 16  123    6.3  -9 -999.90   13.9   12.0   11.2  21   0
MLO 2001 09 01 02 17  124    5.7  -9 -999.90   14.3   12.1   11.1  21   0
MLO 2001 09 01 02 18  121    6.0  -9 -999.90   14.4   12.2   11.3  20   0
MLO 2001 09 01 02 19  141    4.8  -9 -999.90   13.9   12.0   11.4  16   0
MLO 2001 09 01 02 20  121    6.7  -9 -999.90   14.2   12.4   11.5  15   0
MLO 2001 09 01 02 21  120    6.8  -9 -999.90   14.1   12.1   11.3  22   0
MLO 2001 09 01 02 22  115    6.2  -9 -999.90   13.8   11.8   10.9  24   0
MLO 2001 09 01 02 23  117    8.0  -9 -999.90   14.1   11.8   10.8  21   0
MLO 2001 09 01 02 24  134    5.6  -9 -999.90   13.3   11.2   10.6  20   0
MLO 2001 09 01 02 25  122    4.8  -9 -999.90   13.2   11.3   10.9  19   0
MLO 2001 09 01 02 26  122    5.2  -9 -999.90   13.8   12.1   11.6  16   0
MLO 2001 09 01 02 27  111    6.2  -9 -999.90   14.2   12.2   11.4  14   0
MLO 2001 09 01 02 28  124    7.6  -9 -999.90   14.0   12.2   11.1  17   0
MLO 2001 09 01 02 29  118    7.6  -9 -999.90   13.9   11.8   10.8  19   0
MLO 2001 09 01 02 30  125    5.9  -9 -999.90   13.9   11.7   10.8  20   0
MLO 2001 09 01 02 31  127    6.7  -9 -999.90   14.1   12.2   11.2  18   0
MLO 2001 09 01 02 32  127    5.6  -9 -999.90   14.2   12.4   11.3  19   0
